,Country Name,Country Code,Year,Value
7997,Mali,MLI,1998,2920358710.5064645
7998,Mali,MLI,1999,3440724709.592584
7999,Mali,MLI,2000,2961484953.8644366
8000,Mali,MLI,2001,3468337942.320635
8001,Mali,MLI,2002,3908121307.019565
8002,Mali,MLI,2003,4714071979.688353
8003,Mali,MLI,2004,5454249125.729661
8004,Mali,MLI,2005,6247515888.145334
8005,Mali,MLI,2006,6905934217.909009
8006,Mali,MLI,2007,8156468826.126453
8007,Mali,MLI,2008,9838403100.505545
8008,Mali,MLI,2009,10231962390.211864
8009,Mali,MLI,2010,10689168016.261272
8010,Mali,MLI,2011,12995112690.2596
8011,Mali,MLI,2012,12442035339.104927
8012,Mali,MLI,2013,13242690786.093817
8013,Mali,MLI,2014,14364937124.072668
8014,Mali,MLI,2015,13104764378.325953
8015,Mali,MLI,2016,14026048335.704683
8016,Mali,MLI,2017,15365713048.199305
8017,Mali,MLI,2018,17070867589.905487
8018,Mali,MLI,2019,17280250810.032135
8019,Mali,MLI,2020,17465392764.370636
8020,Mali,MLI,2021,19309463508.03768
8021,Mali,MLI,2022,18780322203.7584
8022,Mali,MLI,2023,20904898296.250145
8131,Mauritania,MRT,1961,159213430.2452648
8132,Mauritania,MRT,1962,164271557.5620859
8133,Mauritania,MRT,1963,168186297.20410672
8134,Mauritania,MRT,1964,224495743.78401747
8135,Mauritania,MRT,1965,255340475.0180829
8136,Mauritania,MRT,1966,266533605.16557556
8137,Mauritania,MRT,1967,282615310.2162836
8138,Mauritania,MRT,1968,311395937.24193543
8139,Mauritania,MRT,1969,295062308.4939481
8140,Mauritania,MRT,1970,309405316.0586872
8141,Mauritania,MRT,1971,335568907.0880212
8142,Mauritania,MRT,1972,391669449.2511392
8143,Mauritania,MRT,1973,493237876.2954636
8144,Mauritania,MRT,1974,613010552.4787171
8145,Mauritania,MRT,1975,703377837.4522233
8146,Mauritania,MRT,1976,775045516.8500019
8147,Mauritania,MRT,1977,799030017.1452087
8148,Mauritania,MRT,1978,804629876.7614405
8149,Mauritania,MRT,1979,951900945.208912
8150,Mauritania,MRT,1980,1047925105.5885252
8151,Mauritania,MRT,1981,1105494681.673345
8152,Mauritania,MRT,1982,1108776652.7838864
8153,Mauritania,MRT,1983,1165171263.3824146
8154,Mauritania,MRT,1984,1074373230.2843754
8155,Mauritania,MRT,1985,1009723326.3151066
8156,Mauritania,MRT,1986,1186628778.5142858
8157,Mauritania,MRT,1987,1344664724.6628344
8158,Mauritania,MRT,1988,1414951290.066825
8159,Mauritania,MRT,1989,1450647019.1809852
8160,Mauritania,MRT,1990,1506914407.8204668
8161,Mauritania,MRT,1991,2133692696.748572
8162,Mauritania,MRT,1992,2164298425.4841185
8163,Mauritania,MRT,1993,1847353211.347499
8164,Mauritania,MRT,1994,1944876755.0070808
8165,Mauritania,MRT,1995,2091726101.430141
8166,Mauritania,MRT,1996,2132087009.2894216
8167,Mauritania,MRT,1997,2071996564.0529585
8168,Mauritania,MRT,1998,2032347664.9499304
8169,Mauritania,MRT,1999,1985922775.533512
8170,Mauritania,MRT,2000,1779520886.4701493
8171,Mauritania,MRT,2001,1746063557.6135542
8172,Mauritania,MRT,2002,1777057481.2604308
8173,Mauritania,MRT,2003,2051147606.736874
8174,Mauritania,MRT,2004,2362501023.2424912
8175,Mauritania,MRT,2005,2936019525.60241
8176,Mauritania,MRT,2006,3919577285.927029
8177,Mauritania,MRT,2007,4346212355.029747
8178,Mauritania,MRT,2008,5206437193.804133
8179,Mauritania,MRT,2009,4714595547.751017
8180,Mauritania,MRT,2010,5628878797.982574
8181,Mauritania,MRT,2011,6764627745.903299
8182,Mauritania,MRT,2012,6728208836.221428
8183,Mauritania,MRT,2013,7223071096.85652
8184,Mauritania,MRT,2014,6592537781.815179
8185,Mauritania,MRT,2015,6166863896.686766
8186,Mauritania,MRT,2016,6398747592.131846
8187,Mauritania,MRT,2017,6800135898.288272
8188,Mauritania,MRT,2018,7473550557.073785
8189,Mauritania,MRT,2019,7894764885.823116
8190,Mauritania,MRT,2020,8260752385.230893
8191,Mauritania,MRT,2021,9222536364.012722
8192,Mauritania,MRT,2022,9744039514.556463
8193,Mauritania,MRT,2023,10452577062.75806
8781,Morocco,MAR,1960,2037154741.9321053
8782,Morocco,MAR,1961,2025693539.5584223
8783,Morocco,MAR,1962,2379611124.614415
8784,Morocco,MAR,1963,2657252578.3076344
8785,Morocco,MAR,1964,2798345298.577806
8786,Morocco,MAR,1965,2948331090.467524
8787,Morocco,MAR,1966,2876401297.1075926
8788,Morocco,MAR,1967,3046345314.386552
8789,Morocco,MAR,1968,3271422332.619964
8790,Morocco,MAR,1969,3651622668.951031
8791,Morocco,MAR,1970,3956336244.118653
8792,Morocco,MAR,1971,4356669034.342655
8793,Morocco,MAR,1972,5074117544.774822
8794,Morocco,MAR,1973,6242145880.0887575
8795,Morocco,MAR,1974,7675466449.355309
8796,Morocco,MAR,1975,8984853005.080584
8797,Morocco,MAR,1976,9584297284.283163
8798,Morocco,MAR,1977,11049783871.814425
8799,Morocco,MAR,1978,13236946233.575916
8800,Morocco,MAR,1979,15911994817.310717
8801,Morocco,MAR,1980,21728516153.09073
8802,Morocco,MAR,1981,17788185478.943974
8803,Morocco,MAR,1982,17692276734.170986
8804,Morocco,MAR,1983,16251408127.57345
8805,Morocco,MAR,1984,14824667954.36736
8806,Morocco,MAR,1985,14991283215.740831
8807,Morocco,MAR,1986,19462085540.22311
8808,Morocco,MAR,1987,21765195948.188976
8809,Morocco,MAR,1988,25705296183.503677
8810,Morocco,MAR,1989,26314313191.182552
8811,Morocco,MAR,1990,30179954774.98992
8812,Morocco,MAR,1991,32285573573.918488
8813,Morocco,MAR,1992,33711069430.78004
8814,Morocco,MAR,1993,31655473663.834824
8815,Morocco,MAR,1994,35604137422.5796
8816,Morocco,MAR,1995,39030285468.38408
8817,Morocco,MAR,1996,43161571527.63532
8818,Morocco,MAR,1997,39147844526.08376
8819,Morocco,MAR,1998,46497608724.9865
8820,Morocco,MAR,1999,46266428648.14326
8821,Morocco,MAR,2000,43017455401.844536
8822,Morocco,MAR,2001,43831480207.64445
8823,Morocco,MAR,2002,47077192187.64177
8824,Morocco,MAR,2003,58029363354.27568
8825,Morocco,MAR,2004,66114145451.00669
8826,Morocco,MAR,2005,68852658068.66728
8827,Morocco,MAR,2006,75883823300.85452
8828,Morocco,MAR,2007,86947913286.72797
8829,Morocco,MAR,2008,101822906949.06345
8830,Morocco,MAR,2009,101154952240.8807
8831,Morocco,MAR,2010,100865329473.43983
8832,Morocco,MAR,2011,110080631332.37537
8833,Morocco,MAR,2012,106937392311.12907
8834,Morocco,MAR,2013,115739287305.0801
8835,Morocco,MAR,2014,119130841411.6636
8836,Morocco,MAR,2015,110413823841.59187
8837,Morocco,MAR,2016,111572947004.91748
8838,Morocco,MAR,2017,118540573367.84428
8839,Morocco,MAR,2018,127341147581.81831
8840,Morocco,MAR,2019,128920266409.4575
8841,Morocco,MAR,2020,121353645057.14368
8842,Morocco,MAR,2021,141817797083.46814
8843,Morocco,MAR,2022,130912558829.8398
8844,Morocco,MAR,2023,141109373209.41437
9326,Niger,NER,1960,449526873.2958902
9327,Niger,NER,1961,485785230.9789874
9328,Niger,NER,1962,531736599.2504645
9329,Niger,NER,1963,586294878.7446434
9330,Niger,NER,1964,582816396.4044087
9331,Niger,NER,1965,673383510.8128659
9332,Niger,NER,1966,702296078.5931734
9333,Niger,NER,1967,665586872.2744464
9334,Niger,NER,1968,641214226.2094933
9335,Niger,NER,1969,625867985.2737976
9336,Niger,NER,1970,649916621.2429781
9337,Niger,NER,1971,693573703.630273
9338,Niger,NER,1972,742779660.8186927
9339,Niger,NER,1973,946385105.193732
9340,Niger,NER,1974,1026137110.8930883
9341,Niger,NER,1975,1048690933.2102731
9342,Niger,NER,1976,1064517601.2902488
9343,Niger,NER,1977,1291458041.46193
9344,Niger,NER,1978,1774365589.708151
9345,Niger,NER,1979,2109277665.699124
9346,Niger,NER,1980,2508524720.7189546
9347,Niger,NER,1981,2170893414.388801
9348,Niger,NER,1982,2017612215.9793472
9349,Niger,NER,1983,1803099561.2004635
9350,Niger,NER,1984,1461243326.1288204
9351,Niger,NER,1985,1440581652.3985307
9352,Niger,NER,1986,1904096998.3000925
9353,Niger,NER,1987,2233006104.927759
9354,Niger,NER,1988,2280356192.7627306
9355,Niger,NER,1989,2179567114.3339124
9356,Niger,NER,1990,3512356507.885992
9357,Niger,NER,1991,3285796874.9712543
9358,Niger,NER,1992,3386232579.225225
9359,Niger,NER,1993,3052673849.251811
9360,Niger,NER,1994,1938058175.2139933
9361,Niger,NER,1995,2302537562.244061
9362,Niger,NER,1996,2405686940.0464
9363,Niger,NER,1997,2290318910.206582
9364,Niger,NER,1998,2643363518.9927177
9365,Niger,NER,1999,2537789820.692951
9366,Niger,NER,2000,2241753192.8115754
9367,Niger,NER,2001,2448714703.966169
9368,Niger,NER,2002,2782192878.6720395
9369,Niger,NER,2003,3394084732.495433
9370,Niger,NER,2004,3760443737.5379744
9371,Niger,NER,2005,4383315964.587175
9372,Niger,NER,2006,4756361252.379227
9373,Niger,NER,2007,5731485051.790689
9374,Niger,NER,2008,7297600226.005361
9375,Niger,NER,2009,7352131309.733413
9376,Niger,NER,2010,7851192502.309172
9377,Niger,NER,2011,8772950777.791763
9378,Niger,NER,2012,9426912647.591106
9379,Niger,NER,2013,10224897437.864824
9380,Niger,NER,2014,10862943543.541924
9381,Niger,NER,2015,9683867926.442823
9382,Niger,NER,2016,10398861981.758308
9383,Niger,NER,2017,11185104251.69431
9384,Niger,NER,2018,12837307496.882084
9385,Niger,NER,2019,12889555561.22991
9386,Niger,NER,2020,13744653103.057987
9387,Niger,NER,2021,14915002436.069023
9388,Niger,NER,2022,15433852712.296335
9389,Niger,NER,2023,16819170420.565315
9699,Oman,OMN,1965,63279974.68801013
9700,Oman,OMN,1966,67759972.89601085
9701,Oman,OMN,1967,107151832.48965073
9702,Oman,OMN,1968,188879848.89612088
9703,Oman,OMN,1969,239999808.0001536
9704,Oman,OMN,1970,256319794.94416404
9705,Oman,OMN,1971,301010587.1029836
9706,Oman,OMN,1972,366883548.3475909
9707,Oman,OMN,1973,483066990.6124172
9708,Oman,OMN,1974,1645917776.491025
9709,Oman,OMN,1975,2096699189.3456864
9710,Oman,OMN,1976,2560220034.742328
9711,Oman,OMN,1977,2741169947.8865085
9712,Oman,OMN,1978,2740301389.693109
9713,Oman,OMN,1979,3733352634.62652
9714,Oman,OMN,1980,5981760277.938622
9715,Oman,OMN,1981,7259120150.550087
9716,Oman,OMN,1982,7554719455.703532
9717,Oman,OMN,1983,7932541690.793283
9718,Oman,OMN,1984,8821443150.924877
9719,Oman,OMN,1985,10005645420.460632
9720,Oman,OMN,1986,7324167369.143049
9721,Oman,OMN,1987,7811183094.928478
9722,Oman,OMN,1988,8386215864.759428
9723,Oman,OMN,1989,9372171651.49545
9724,Oman,OMN,1990,11685045513.654097
9725,Oman,OMN,1991,11341482444.73342
9726,Oman,OMN,1992,12452275682.704811
9727,Oman,OMN,1993,12493107932.379711
9728,Oman,OMN,1994,12918855656.697008
9729,Oman,OMN,1995,13802600780.23407
9730,Oman,OMN,1996,15277763328.9987
9731,Oman,OMN,1997,15837451235.370611
9732,Oman,OMN,1998,13996914694.40832
9733,Oman,OMN,1999,15593456176.853056
9734,Oman,OMN,2000,19507452535.760727
9735,Oman,OMN,2001,19452000520.156048
9736,Oman,OMN,2002,20142756046.814045
9737,Oman,OMN,2003,21633708192.457737
9738,Oman,OMN,2004,24763712873.86216
9739,Oman,OMN,2005,31081991677.50325
9740,Oman,OMN,2006,37215779713.91418
9741,Oman,OMN,2007,42085379453.83615
9742,Oman,OMN,2008,60905452535.76073
9743,Oman,OMN,2009,48388363589.07672
9744,Oman,OMN,2010,64993498049.414825
9745,Oman,OMN,2011,77497529258.77763
9746,Oman,OMN,2012,87408842652.79582
9747,Oman,OMN,2013,89936020806.24187
9748,Oman,OMN,2014,92699089726.91808
9749,Oman,OMN,2015,78710793237.97139
9750,Oman,OMN,2016,75128738621.58647
9751,Oman,OMN,2017,80856697009.10272
9752,Oman,OMN,2018,91505851755.52666
9753,Oman,OMN,2019,88060858257.47723
9754,Oman,OMN,2020,75909397659.29779
9755,Oman,OMN,2021,88191977373.21198
9756,Oman,OMN,2022,114667360208.06242
9757,Oman,OMN,2023,108192457737.3212
10567,Qatar,QAT,1970,301791301.79130393
10568,Qatar,QAT,1971,387703105.52125406
10569,Qatar,QAT,1972,510262500.1767018
10570,Qatar,QAT,1973,793885559.971316
10571,Qatar,QAT,1974,2401403227.4408545
10572,Qatar,QAT,1975,2512773165.811741
10573,Qatar,QAT,1976,3284273986.71808
10574,Qatar,QAT,1977,3617564637.888648
10575,Qatar,QAT,1978,4052000412.700869
10576,Qatar,QAT,1979,5632962996.826407
10577,Qatar,QAT,1980,7829165261.813985
10578,Qatar,QAT,1981,8661263763.73629
10579,Qatar,QAT,1982,7596703214.285741
10580,Qatar,QAT,1983,6467582307.692307
10581,Qatar,QAT,1984,6704395824.175824
10582,Qatar,QAT,1985,6153296456.043956
10583,Qatar,QAT,1986,5053021950.54945
10584,Qatar,QAT,1987,5446428681.318681
10585,Qatar,QAT,1988,6038187032.967032
10586,Qatar,QAT,1989,6487912087.912087
10587,Qatar,QAT,1990,7360439423.076922
10588,Qatar,QAT,1991,6883516483.516483
10589,Qatar,QAT,1992,7646153983.516483
10590,Qatar,QAT,1993,7156593653.846153
10591,Qatar,QAT,1994,7374450769.230769
10592,Qatar,QAT,1995,8137911978.021977
10593,Qatar,QAT,1996,9059340384.615383
10594,Qatar,QAT,1997,11297802115.384617
10595,Qatar,QAT,1998,10255495027.472528
10596,Qatar,QAT,1999,12393131868.131868
10597,Qatar,QAT,2000,17759890109.89011
10598,Qatar,QAT,2001,17538461538.461536
10599,Qatar,QAT,2002,19363736263.736263
10600,Qatar,QAT,2003,23533791208.791206
10601,Qatar,QAT,2004,31734065934.065933
10602,Qatar,QAT,2005,44530494505.49451
10603,Qatar,QAT,2006,60882142857.14285
10604,Qatar,QAT,2007,79712087912.0879
10605,Qatar,QAT,2008,115270054945.05496
10606,Qatar,QAT,2009,97798351648.35164
10607,Qatar,QAT,2010,125122306346.15384
10608,Qatar,QAT,2011,167775268626.37363
10609,Qatar,QAT,2012,186833502362.63736
10610,Qatar,QAT,2013,198727642967.03296
10611,Qatar,QAT,2014,206224598571.42856
10612,Qatar,QAT,2015,161739955576.92307
10613,Qatar,QAT,2016,151732181868.13187
10614,Qatar,QAT,2017,161099122225.27472
10615,Qatar,QAT,2018,183334953818.6813
10616,Qatar,QAT,2019,176371267692.30768
10617,Qatar,QAT,2020,144411363351.64835
10618,Qatar,QAT,2021,179732009560.43954
10619,Qatar,QAT,2022,235770403734.9
10888,Saudi Arabia,SAU,1960,1748124063.4706757
10889,Saudi Arabia,SAU,1961,1920811284.1344004
10890,Saudi Arabia,SAU,1962,2130606531.8180645
10891,Saudi Arabia,SAU,1963,2207393171.4953
10892,Saudi Arabia,SAU,1964,2371808712.910156
10893,Saudi Arabia,SAU,1965,2647955557.5556226
10894,Saudi Arabia,SAU,1966,2920555557.1798887
10895,Saudi Arabia,SAU,1967,3257022222.637577
10896,Saudi Arabia,SAU,1968,4187777711.111111
10897,Saudi Arabia,SAU,1969,4485777644.444445
10898,Saudi Arabia,SAU,1970,5377333333.333333
10899,Saudi Arabia,SAU,1971,7184806909.289389
10900,Saudi Arabia,SAU,1972,9664267086.603231
10901,Saudi Arabia,SAU,1973,14947435499.322962
10902,Saudi Arabia,SAU,1974,45412957746.47888
10903,Saudi Arabia,SAU,1975,46773208642.68145
10904,Saudi Arabia,SAU,1976,64005665722.37961
10905,Saudi Arabia,SAU,1977,74188986586.06294
10906,Saudi Arabia,SAU,1978,80266516686.56139
10907,Saudi Arabia,SAU,1979,111858444786.22438
10908,Saudi Arabia,SAU,1980,164539660725.11786
10909,Saudi Arabia,SAU,1981,184291360138.69
10910,Saudi Arabia,SAU,1982,153240313858.32272
10911,Saudi Arabia,SAU,1983,129171635311.14326
10912,Saudi Arabia,SAU,1984,119624858115.77753
10913,Saudi Arabia,SAU,1985,103897846493.64992
10914,Saudi Arabia,SAU,1986,86961922765.32541
10915,Saudi Arabia,SAU,1987,85695861148.1976
10916,Saudi Arabia,SAU,1988,88256074766.35513
10917,Saudi Arabia,SAU,1989,95344459279.03873
10918,Saudi Arabia,SAU,1990,117630173564.753
10919,Saudi Arabia,SAU,1991,132223230974.63284
10920,Saudi Arabia,SAU,1992,137087850467.28972
10921,Saudi Arabia,SAU,1993,132967957276.36848
10922,Saudi Arabia,SAU,1994,135174899866.48865
10923,Saudi Arabia,SAU,1995,143343124165.55408
10924,Saudi Arabia,SAU,1996,158662483311.08145
10925,Saudi Arabia,SAU,1997,165963684913.21762
10926,Saudi Arabia,SAU,1998,146775466666.66666
10927,Saudi Arabia,SAU,1999,161717066666.66666
10928,Saudi Arabia,SAU,2000,189514933333.3333
10929,Saudi Arabia,SAU,2001,184137600000.0
10930,Saudi Arabia,SAU,2002,189605866666.66663
10931,Saudi Arabia,SAU,2003,215807733333.3333
10932,Saudi Arabia,SAU,2004,258742133333.3333
10933,Saudi Arabia,SAU,2005,328459608764.1109
10934,Saudi Arabia,SAU,2006,376900133511.34845
10935,Saudi Arabia,SAU,2007,415964509673.1154
10936,Saudi Arabia,SAU,2008,519796800000.0
10937,Saudi Arabia,SAU,2009,429097866666.6667
10938,Saudi Arabia,SAU,2010,528207200000.0
10939,Saudi Arabia,SAU,2011,676634666666.6666
10940,Saudi Arabia,SAU,2012,741849866666.6666
10941,Saudi Arabia,SAU,2013,753864533333.3334
10942,Saudi Arabia,SAU,2014,766605866666.6666
10943,Saudi Arabia,SAU,2015,669484266666.6666
10944,Saudi Arabia,SAU,2016,666000000000.0
10945,Saudi Arabia,SAU,2017,714994666666.6666
10946,Saudi Arabia,SAU,2018,846583733333.3334
10947,Saudi Arabia,SAU,2019,838564800000.0
10948,Saudi Arabia,SAU,2020,734271200000.0
10949,Saudi Arabia,SAU,2021,874156000000.0
10950,Saudi Arabia,SAU,2022,1108571466666.6667
10951,Saudi Arabia,SAU,2023,1067582933333.3334
10952,Senegal,SEN,1960,1003692370.4686906
10953,Senegal,SEN,1961,1058975256.9702512
10954,Senegal,SEN,1962,1085475790.5911205
10955,Senegal,SEN,1963,1122139861.678048
10956,Senegal,SEN,1964,1188930645.3442326
10957,Senegal,SEN,1965,1210058228.171121
10958,Senegal,SEN,1966,1246908185.9634266
10959,Senegal,SEN,1967,1246480765.9798436
10960,Senegal,SEN,1968,1309384861.922193
10961,Senegal,SEN,1969,1245234931.4323332
10962,Senegal,SEN,1970,1297407654.9283156
10963,Senegal,SEN,1971,1339549032.8378246
10964,Senegal,SEN,1972,1620857103.5349233
10965,Senegal,SEN,1973,1863398590.4555988
10966,Senegal,SEN,1974,2099325228.956507
10967,Senegal,SEN,1975,2830388404.8976984
10968,Senegal,SEN,1976,2869777884.451664
10969,Senegal,SEN,1977,2938046462.7097964
10970,Senegal,SEN,1978,3280354920.851601
10971,Senegal,SEN,1979,4084877822.916788
10972,Senegal,SEN,1980,4510108290.695709
10973,Senegal,SEN,1981,4095892780.5828943
10974,Senegal,SEN,1982,4013951442.6708126
10975,Senegal,SEN,1983,3569356124.9315853
10976,Senegal,SEN,1984,3485165431.713542
10977,Senegal,SEN,1985,3818944917.567131
10978,Senegal,SEN,1986,5392093445.510533
10979,Senegal,SEN,1987,6487353102.814825
10980,Senegal,SEN,1988,6418419388.634989
10981,Senegal,SEN,1989,6366039372.536825
10982,Senegal,SEN,1990,7390967360.421208
10983,Senegal,SEN,1991,7255210469.517427
10984,Senegal,SEN,1992,7769817839.956441
10985,Senegal,SEN,1993,7367986241.218689
10986,Senegal,SEN,1994,5034588195.558058
10987,Senegal,SEN,1995,6326342633.403396
10988,Senegal,SEN,1996,6559712165.96508
10989,Senegal,SEN,1997,6041478725.904432
10990,Senegal,SEN,1998,6505607909.053245
10991,Senegal,SEN,1999,6592834932.808764
10992,Senegal,SEN,2000,6013185003.975251
10993,Senegal,SEN,2001,6507824829.262536
10994,Senegal,SEN,2002,7006402319.758565
10995,Senegal,SEN,2003,8768721563.182106
10996,Senegal,SEN,2004,10076816666.619638
10997,Senegal,SEN,2005,11009033437.93904
10998,Senegal,SEN,2006,11697918243.00349
10999,Senegal,SEN,2007,13994218412.961872
11000,Senegal,SEN,2008,16853989627.548038
11001,Senegal,SEN,2009,16145867494.940493
11002,Senegal,SEN,2010,16121315909.07576
11003,Senegal,SEN,2011,17814283639.311874
11004,Senegal,SEN,2012,17660870411.523518
11005,Senegal,SEN,2013,18918667724.881683
11006,Senegal,SEN,2014,19797253440.267918
11007,Senegal,SEN,2015,17774766696.175896
11008,Senegal,SEN,2016,19040312333.186382
11009,Senegal,SEN,2017,20996562943.59792
11010,Senegal,SEN,2018,23116701556.138107
11011,Senegal,SEN,2019,23403995992.13541
11012,Senegal,SEN,2020,24530513037.751846
11013,Senegal,SEN,2021,27520784129.750805
11014,Senegal,SEN,2022,27619479059.613056
11015,Senegal,SEN,2023,31013986429.186054
11430,Somalia,SOM,1960,180459936.7760253
11431,Somalia,SOM,1961,191659914.37603423
11432,Somalia,SOM,1962,203531927.547229
11433,Somalia,SOM,1963,216145935.9416256
11434,Somalia,SOM,1964,229529912.6680349
11435,Somalia,SOM,1965,243725898.0296408
11436,Somalia,SOM,1966,257375897.0496412
11437,Somalia,SOM,1967,271781886.8072453
11438,Somalia,SOM,1968,286719885.3120459
11439,Somalia,SOM,1969,306357284.5714286
11440,Somalia,SOM,1970,347985394.28571427
11441,Somalia,SOM,1971,347039445.7055691
11442,Somalia,SOM,1972,447883941.1901649
11443,Somalia,SOM,1973,483699610.6025631
11444,Somalia,SOM,1974,572504035.9015092
11445,Somalia,SOM,1975,757015878.7926927
11446,Somalia,SOM,1976,871344245.1151708
11447,Somalia,SOM,1977,498550724.6376811
11448,Somalia,SOM,1978,564571823.2044199
11449,Somalia,SOM,1979,589566929.1338582
11450,Somalia,SOM,1980,602515548.4521039
11451,Somalia,SOM,1981,699302473.0500951
11452,Somalia,SOM,1982,774578931.9639199
11453,Somalia,SOM,1983,735408641.768548
11454,Somalia,SOM,1984,787434541.7288573
11455,Somalia,SOM,1985,875702247.1910112
11456,Somalia,SOM,1986,916590786.3261054
11457,Somalia,SOM,1987,1018972664.463803
11458,Somalia,SOM,1988,1051596967.1286983
11459,Somalia,SOM,1989,1181360843.935489
11460,Somalia,SOM,1990,1031282081.1668346
11461,Somalia,SOM,1991,717974929.7631578
11462,Somalia,SOM,1992,709297578.5
11463,Somalia,SOM,1993,1260132955.787459
11464,Somalia,SOM,1994,1481205097.9811325
11465,Somalia,SOM,1995,1534756134.5502186
11466,Somalia,SOM,1996,1792234297.391936
11467,Somalia,SOM,1997,2191749013.581238
11468,Somalia,SOM,1998,2962047564.4165072
11469,Somalia,SOM,1999,3045751527.660048
11470,Somalia,SOM,2000,3412797450.201118
11471,Somalia,SOM,2001,2252847464.6860847
11472,Somalia,SOM,2002,2192684134.592728
11473,Somalia,SOM,2003,2836724351.561596
11474,Somalia,SOM,2004,3859592813.1025534
11475,Somalia,SOM,2005,4683246454.100484
11476,Somalia,SOM,2006,5026743282.042513
11477,Somalia,SOM,2007,5430713728.89074
11478,Somalia,SOM,2008,5913620292.905734
11479,Somalia,SOM,2009,2948594552.4495163
11480,Somalia,SOM,2010,2687807003.73935
11481,Somalia,SOM,2011,2906000096.932491
11482,Somalia,SOM,2012,4041702388.866335
11483,Somalia,SOM,2013,5836021227.475967
11484,Somalia,SOM,2014,6537360532.643586
11485,Somalia,SOM,2015,6984947145.095078
11486,Somalia,SOM,2016,7390796616.528166
11487,Somalia,SOM,2017,8252394373.296979
11488,Somalia,SOM,2018,8278212314.40466
11489,Somalia,SOM,2019,9420431258.247469
11490,Somalia,SOM,2020,9204140383.17612
11491,Somalia,SOM,2021,9838711529.458475
11492,Somalia,SOM,2022,10419541202.0391
11493,Somalia,SOM,2023,11679800110.152267
11686,South Sudan,SSD,2008,14586253383.063168
11687,South Sudan,SSD,2009,12231264525.067104
11688,South Sudan,SSD,2010,14602072410.950586
11689,South Sudan,SSD,2011,14907308932.75343
11690,South Sudan,SSD,2012,11931472169.491526
11691,South Sudan,SSD,2013,18426469016.94915
11692,South Sudan,SSD,2014,13962212847.457626
11693,South Sudan,SSD,2015,11997800760.224182
12190,Sudan,SDN,1960,1127011494.2528737
12191,Sudan,SDN,1961,1223563218.3908043
12192,Sudan,SDN,1962,1329022988.505747
12193,Sudan,SDN,1963,1352011494.2528737
12194,Sudan,SDN,1964,1389080459.770115
12195,Sudan,SDN,1965,1447701149.4252872
12196,Sudan,SDN,1966,1485344827.586207
12197,Sudan,SDN,1967,1608333333.3333333
12198,Sudan,SDN,1968,1678735632.1839085
12199,Sudan,SDN,1969,1848563218.3908043
12200,Sudan,SDN,1970,2101436781.6091957
12201,Sudan,SDN,1971,2289655172.413793
12202,Sudan,SDN,1972,2484482758.62069
12203,Sudan,SDN,1973,3079022988.505748
12204,Sudan,SDN,1974,3961206896.551724
12205,Sudan,SDN,1975,4825862068.965517
12206,Sudan,SDN,1976,6016666666.666667
12207,Sudan,SDN,1977,7503448275.862069
12208,Sudan,SDN,1978,8138461538.461538
12209,Sudan,SDN,1979,8421678321.678321
12210,Sudan,SDN,1980,8951800000.0
12211,Sudan,SDN,1981,10751162790.697674
12212,Sudan,SDN,1982,8735294117.647058
12213,Sudan,SDN,1983,8230153846.153847
12214,Sudan,SDN,1984,10447615384.615383
12215,Sudan,SDN,1985,8075347222.222222
12216,Sudan,SDN,1986,10092200000.0
12217,Sudan,SDN,1987,12093333333.333334
12218,Sudan,SDN,1988,14372555555.55556
12219,Sudan,SDN,1989,21408111111.111115
12220,Sudan,SDN,1990,33641222222.222225
12221,Sudan,SDN,1991,44168918918.91892
12222,Sudan,SDN,1992,7031909434.272107
12223,Sudan,SDN,1993,8881005435.806017
12224,Sudan,SDN,1994,12793794737.042011
12225,Sudan,SDN,1995,13830363899.916332
12226,Sudan,SDN,1996,9018300724.660856
12227,Sudan,SDN,1997,11681175864.338284
12228,Sudan,SDN,1998,11250221536.748407
12229,Sudan,SDN,1999,10682028339.68982
12230,Sudan,SDN,2000,12257299147.293604
12231,Sudan,SDN,2001,15716361792.192642
12232,Sudan,SDN,2002,18137128388.360603
12233,Sudan,SDN,2003,21355298459.595512
12234,Sudan,SDN,2004,26646007250.731857
12235,Sudan,SDN,2005,35182711987.974014
12236,Sudan,SDN,2006,45263831634.1497
12237,Sudan,SDN,2007,59440139774.81277
12238,Sudan,SDN,2008,64833083257.1431
12239,Sudan,SDN,2009,51621044076.92307
12240,Sudan,SDN,2010,58962978034.48276
12241,Sudan,SDN,2011,55018567210.52632
12242,Sudan,SDN,2012,37632919966.66666
12243,Sudan,SDN,2013,43024018082.19178
12244,Sudan,SDN,2014,49516748617.97752
12245,Sudan,SDN,2015,51726758676.76768
12246,Sudan,SDN,2016,42630376000.0
12247,Sudan,SDN,2017,41283617976.19048
12248,Sudan,SDN,2018,32333780383.29238
12249,Sudan,SDN,2019,32338079165.289257
12250,Sudan,SDN,2020,27034593750.0
12251,Sudan,SDN,2021,34229513774.993607
12252,Sudan,SDN,2022,51666875363.0963
12253,Sudan,SDN,2023,109327023588.7324
12446,Syrian Arab Republic,SYR,1960,857704431.6879464
12447,Syrian Arab Republic,SYR,1961,945244992.212903
12448,Syrian Arab Republic,SYR,1962,1110565863.543532
12449,Syrian Arab Republic,SYR,1963,1200447429.3690808
12450,Syrian Arab Republic,SYR,1964,1339494290.439324
